username,event_date,country,user_day_total_length,user_day_count,treatment,post
grst,2023-03-23,austria,369,1,0,0
grst,2023-03-24,austria,2105,3,0,0
grst,2023-03-29,austria,2021,5,0,0
grst,2023-04-03,austria,141,1,0,1
grst,2023-04-05,austria,1506,2,0,1
grst,2023-04-06,austria,356,2,0,1
grst,2023-04-07,austria,1836,2,0,1
grzi,2023-03-19,france,614,2,0,0
gsaielli,2023-03-23,italy,62,1,1,0
gsarrco,2023-03-18,italy,0,2,1,0
gschoenberger,2023-03-22,austria,1020,1,0,0
gschurck,2023-03-25,france,646,1,0,0
gsemet,2023-03-27,france,453,1,0,0
gsemet,2023-04-03,france,675,1,0,1
gsmet,2023-03-29,france,2483,4,0,0
gsora,2023-03-22,italy,1327,2,1,0
gsora,2023-03-28,italy,313,1,1,0
gsora,2023-04-03,italy,287,1,1,1
gspinaci,2023-04-05,italy,0,1,1,1
gturpin-dev,2023-03-18,france,388,4,0,0
gturpin-dev,2023-03-20,france,517,3,0,0
gturpin-dev,2023-03-23,france,126,1,0,0
guedressel,2023-03-31,austria,1100,1,0,0
guenterhack,2023-04-03,austria,241,1,0,1
guentherwieser,2023-04-04,austria,934,2,0,1
guerrap,2023-03-24,italy,325,1,1,0
guerrap,2023-03-27,italy,711,2,1,0
guerrap,2023-04-05,italy,406,1,1,1
guerro323,2023-04-03,france,826,1,0,1
guidobuldrighini,2023-03-21,italy,1258,1,1,0
guidouil,2023-04-05,france,136,1,0,1
guigautier,2023-03-24,france,485,1,0,0
guillaume-chervet,2023-03-26,france,315,1,0,0
guillaume-gagnaire,2023-03-20,france,391,2,0,0
guillaume-gagnaire,2023-03-27,france,206,1,0,0
guillaume-gagnaire,2023-03-31,france,193,1,0,0
guillaume-michel,2023-03-22,france,726,1,0,0
guillaumefontes,2023-04-04,france,457,1,0,1
guillaumekln,2023-03-30,france,1544,1,0,0
guillobits,2023-04-04,france,189,4,0,1
guillp,2023-03-28,france,874,1,0,0
guimachiavelli,2023-04-05,italy,1901,2,1,1
guimachiavelli,2023-04-06,italy,2062,5,1,1
guimarqu,2023-03-29,france,212,1,0,0
guimarqu,2023-03-30,france,0,1,0,0
guimarqu,2023-04-07,france,39,1,0,1
guime7000,2023-03-27,france,695,2,0,0
guizer,2023-03-24,france,153,1,0,0
guizmo51,2023-03-25,france,560,1,0,0
gungun974,2023-04-07,france,778,2,0,1
gunterze,2023-03-20,austria,55,1,0,0
gunterze,2023-03-22,austria,125,1,0,0
gunterze,2023-03-23,austria,297,1,0,0
gunterze,2023-03-25,austria,86,1,0,0
gunterze,2023-03-27,austria,683,1,0,0
gunterze,2023-03-29,austria,147,1,0,0
gunterze,2023-03-30,austria,1207,1,0,0
gunterze,2023-04-01,austria,438,2,0,1
gunterze,2023-04-03,austria,94,1,0,1
gunterze,2023-04-05,austria,227,2,0,1
gunterze,2023-04-06,austria,299,3,0,1
gunterze,2023-04-07,austria,185,2,0,1
gustaveWPM,2023-03-20,france,1394,1,0,0
gustaveWPM,2023-03-22,france,1298,1,0,0
gustaveWPM,2023-03-24,france,64,1,0,0
gustaveWPM,2023-03-25,france,176,2,0,0
gustaveWPM,2023-03-27,france,6,2,0,0
gustaveWPM,2023-03-31,france,672,2,0,0
guy038,2023-03-25,france,595,1,0,0
guyguy333,2023-03-21,france,977,1,0,0
guyguy333,2023-03-28,france,511,1,0,0
gwarf,2023-03-20,france,77,1,0,0
gwen001,2023-03-24,france,1032,1,0,0
gwen001,2023-03-25,france,7736,10,0,0
gwen001,2023-03-26,france,2579,2,0,0
gwen001,2023-03-27,france,752,1,0,0
gwen001,2023-03-28,france,1941,4,0,0
gwen001,2023-03-30,france,1682,2,0,0
gwen001,2023-04-03,france,2694,3,0,1
gwen001,2023-04-05,france,1901,2,0,1
gwen001,2023-04-06,france,2487,3,0,1
gwen001,2023-04-07,france,6248,7,0,1
gwen1230,2023-03-24,france,221,1,0,0
gwenn,2023-03-25,france,575,1,0,0
gzotti,2023-04-02,austria,720,1,0,1
h0pes,2023-04-01,italy,522,1,1,1
h2o64,2023-03-28,france,771,1,0,0
h4c5,2023-03-29,france,545,1,0,0
hackademix,2023-03-28,italy,1371,1,1,0
hackademix,2023-04-03,italy,1060,1,1,1
hackpirodev,2023-04-05,italy,232,1,1,1
hadess,2023-04-01,france,520,1,0,1
hadess,2023-04-04,france,588,1,0,1
hadouin,2023-03-21,france,0,3,0,0
hadouin,2023-04-04,france,0,1,0,1
hagen1778,2023-03-21,austria,795,1,0,0
hagen1778,2023-03-22,austria,1443,1,0,0
hagen1778,2023-03-27,austria,220,1,0,0
hagen1778,2023-03-28,austria,1004,1,0,0
hagen1778,2023-03-29,austria,350,1,0,0
hagen1778,2023-03-30,austria,445,1,0,0
haimat,2023-03-29,austria,1191,1,0,0
haimat,2023-04-03,austria,508,1,0,1
hakilebara,2023-03-22,france,122,1,0,0
haldo98,2023-03-24,italy,324,1,1,0
haldo98,2023-04-02,italy,615,1,1,1
haldo98,2023-04-05,italy,442,1,1,1
halejo-as,2023-03-30,france,322,1,0,0
hamza-tam,2023-03-18,france,170,1,0,0
handgull,2023-03-23,italy,167,1,1,0
hanikoussa,2023-03-27,france,1497,1,0,0
hannescam,2023-03-21,italy,276,1,1,0
hannescam,2023-03-24,italy,80,1,1,0
hannesjung,2023-03-21,austria,654,1,0,0
hannestschofenig,2023-03-26,austria,289,1,0,0
hannestschofenig,2023-03-30,austria,57,1,0,0
hansdav,2023-03-18,austria,1304,13,0,0
hansratzinger,2023-04-01,austria,649,1,0,1
haraldschilly,2023-03-24,austria,738,1,0,0
haraldschilly,2023-03-30,austria,592,1,0,0
haraldschilly,2023-04-04,austria,757,1,0,1
haraldschilly,2023-04-05,austria,175,1,0,1
haraldsteinlechner,2023-04-07,austria,566,2,0,1
harlem88,2023-03-21,italy,847,1,1,0
harlem88,2023-03-28,italy,425,3,1,0
harlem88,2023-03-31,italy,247,5,1,0
harlem88,2023-04-05,italy,0,1,1,1
harlem88,2023-04-06,italy,737,4,1,1
hartundweich,2023-04-05,austria,1397,1,0,1
haslinger,2023-03-28,austria,1142,1,0,0
haubourg,2023-03-20,france,1377,1,0,0
haubourg,2023-03-21,france,417,1,0,0
hawkbee1,2023-03-18,france,501,2,0,0
hawkbee1,2023-03-22,france,0,1,0,0
hawkbee1,2023-03-24,france,737,4,0,0
hawkbee1,2023-03-27,france,0,1,0,0
hawkbee1,2023-03-29,france,811,4,0,0
hawkbee1,2023-03-30,france,0,1,0,0
hawkbee1,2023-03-31,france,113,1,0,0
hawkbee1,2023-04-03,france,0,1,0,1
hawkbee1,2023-04-05,france,547,3,0,1
hax1,2023-04-05,austria,205,1,0,1
hbadi,2023-03-22,france,446,1,0,0
hbadi,2023-04-03,france,671,1,0,1
hboutemy,2023-03-29,france,1114,1,0,0
hboutemy,2023-03-30,france,333,1,0,0
hboutemy,2023-04-04,france,523,1,0,1
hbredin,2023-03-29,france,586,1,0,0
hdinia,2023-03-28,france,944,1,0,0
hdost,2023-03-23,france,332,1,0,0
hdost,2023-03-30,france,415,1,0,0
hdsdi3g,2023-03-20,france,0,1,0,0
hdsdi3g,2023-03-23,france,0,1,0,0
hdtrinh,2023-03-21,italy,424,1,1,0
heboquet,2023-04-06,france,884,1,0,1
hedibouattour,2023-03-24,france,702,1,0,0
hedjour,2023-03-27,france,156,1,0,0
hellais,2023-03-19,italy,144,1,1,0
hemroda,2023-03-22,france,198,2,0,0
hemroda,2023-04-04,france,0,1,0,1
hemroda,2023-04-05,france,58,1,0,1
henon,2023-03-29,austria,1705,2,0,0
henryx,2023-04-07,italy,324,1,1,1
herbievine,2023-03-23,france,691,1,0,0
herewithme,2023-03-22,france,0,4,0,0
heristop,2023-03-25,france,0,1,0,0
heruan,2023-03-29,italy,1367,5,1,0
heryoff,2023-04-02,italy,153,1,1,1
heryoff,2023-04-06,italy,0,1,1,1
heurtematte,2023-03-29,france,926,1,0,0
hfmrow,2023-03-22,france,671,1,0,0
hgroschaus,2023-04-05,france,1516,2,0,1
hhirtz,2023-03-21,france,150,1,0,0
hibadjebabria169,2023-03-20,france,764,1,0,0
hifly81,2023-03-22,italy,70,3,1,0
hifly81,2023-04-03,italy,203,1,1,1
hifly81,2023-04-05,italy,0,1,1,1
hillmich,2023-03-21,austria,1154,2,0,0
hirnschmalz,2023-04-05,austria,67,1,0,1
hknet,2023-03-21,austria,636,1,0,0
hknet,2023-04-08,austria,2672,2,0,1
hmeneuvrier,2023-03-20,france,367,5,0,0
hmeneuvrier,2023-03-21,france,199,2,0,0
hmeneuvrier,2023-03-22,france,0,1,0,0
hmeneuvrier,2023-03-23,france,104,3,0,0
hmeneuvrier,2023-03-28,france,150,3,0,0
hmeneuvrier,2023-03-31,france,437,1,0,0
hmeneuvrier,2023-04-04,france,449,1,0,1
hnegadi,2023-03-21,france,122,1,0,0
hoangthang1607,2023-04-04,france,371,1,0,1
hoermannklaus,2023-04-06,austria,177,3,0,1
hogoww,2023-03-20,france,289,1,0,0
hogoww,2023-03-21,france,568,1,0,0
hola-soy-milk,2023-03-20,austria,20,1,0,0
hola-soy-milk,2023-03-28,austria,288,1,0,0
holtzy,2023-03-24,france,264,1,0,0
holzeis,2023-03-20,austria,178,1,0,0
holzeis,2023-03-21,austria,1503,2,0,0
holzeis,2023-03-24,austria,536,1,0,0
holzeis,2023-03-25,austria,289,1,0,0
holzeis,2023-03-27,austria,1012,1,0,0
homeostasie,2023-03-21,france,0,1,0,0
homeostasie,2023-03-28,france,0,2,0,0
homersimpsons,2023-03-25,france,1685,2,0,0
homersimpsons,2023-03-28,france,976,1,0,0
houseofai,2023-03-30,france,1217,1,0,0
houssemradhouane,2023-03-29,france,196,1,0,0
houssems,2023-03-30,france,605,1,0,0
hpreki,2023-03-20,austria,927,1,0,0
hrasoa,2023-03-27,france,204,1,0,0
hrasoa,2023-04-07,france,545,1,0,1
hsandt,2023-03-18,france,2297,3,0,0
hsandt,2023-03-22,france,379,1,0,0
hsandt,2023-03-24,france,1434,1,0,0
hsandt,2023-03-28,france,1290,1,0,0
hteumeuleu,2023-04-01,france,1057,4,0,1
hteumeuleu,2023-04-02,france,181,1,0,1
hteumeuleu,2023-04-07,france,346,1,0,1
huang-julien,2023-03-23,france,748,1,0,0
hubertba,2023-03-22,austria,567,1,0,0
hugoattal,2023-04-05,france,1196,1,0,1
hugoattal,2023-04-06,france,813,1,0,1
hugocaillard,2023-03-22,france,69,1,0,0
hugocaillard,2023-03-24,france,1259,2,0,0
hugocartwright,2023-03-30,france,65,1,0,0
hugocartwright,2023-04-01,france,31,1,0,1
hugofintecture,2023-03-28,france,1351,1,0,0
hugokernel,2023-03-22,france,848,1,0,0
hugolpz,2023-03-20,france,449,1,0,0
hugolpz,2023-03-26,france,47,1,0,0
hugolpz,2023-04-04,france,444,1,0,1
hugopanel,2023-03-18,france,598,6,0,0
hugtalbot,2023-04-05,france,513,3,0,1
humanoidcreature,2023-03-23,austria,627,1,0,0
hunoutl,2023-04-03,france,689,2,0,1
hurrikaanig,2023-04-01,france,32,1,0,1
huyhoang8398,2023-03-31,france,1093,1,0,0
huynhdoo,2023-03-20,france,113,7,0,0
huynhdoo,2023-04-05,france,28,1,0,1
hyperfraise,2023-03-28,france,876,1,0,0
hyyking,2023-03-26,france,128,1,0,0
iDevelopper,2023-03-30,france,131,1,0,0
iEnderman55,2023-03-26,italy,39,1,1,0
iEnderman55,2023-03-30,italy,483,2,1,0
iFairPlay22,2023-03-23,france,221,1,0,0
iPazu,2023-04-01,france,0,1,0,1
iPazu,2023-04-07,france,40,1,0,1
iQuickDev,2023-03-20,italy,182,1,1,0
iTEEECH,2023-03-22,france,856,1,0,0
iTrooz,2023-03-24,france,147,1,0,0
iTrooz,2023-03-29,france,532,1,0,0
iacobucci,2023-04-04,italy,0,1,1,1
iago-lito,2023-03-28,france,1131,1,0,0
iambriccardo,2023-03-20,austria,0,1,0,0
iambriccardo,2023-03-21,austria,0,1,0,0
iambriccardo,2023-03-22,austria,0,3,0,0
iambriccardo,2023-03-31,austria,0,1,0,0
iambriccardo,2023-04-03,austria,447,1,0,1
iamcryptoki,2023-04-04,france,482,1,0,1
iannellog,2023-03-21,italy,5,1,1,0
iannellog,2023-03-29,italy,939,1,1,0
iannellog,2023-04-01,italy,342,1,1,1
iannellog,2023-04-02,italy,1372,2,1,1
ianzone,2023-03-24,france,187,1,0,0
ianzone,2023-03-26,france,113,1,0,0
ianzone,2023-04-01,france,166,1,0,1
ianzone,2023-04-06,france,385,1,0,1
ianzone,2023-04-08,france,38,1,0,1
iburrows,2023-03-24,austria,1002,1,0,0
iccicci,2023-03-28,italy,813,1,1,0
ich777,2023-03-29,austria,965,1,0,0
icyz,2023-03-23,italy,863,1,1,0
iddq,2023-04-06,austria,177,1,0,1
idrisschebak,2023-03-24,france,140,1,0,0
ievred,2023-03-24,france,30,1,0,0
if-web-dev,2023-03-18,france,97,1,0,0
if-web-dev,2023-03-22,france,0,1,0,0
if-web-dev,2023-03-23,france,0,1,0,0
if-web-dev,2023-03-25,france,108,5,0,0
if-web-dev,2023-03-27,france,0,1,0,0
if-web-dev,2023-04-01,france,0,1,0,1
ifl0w,2023-04-02,austria,270,2,0,1
ifndev,2023-03-25,france,0,11,0,0
ifndev,2023-03-26,france,173,1,0,0
iheb-chakroun,2023-04-05,france,756,1,0,1
iherman,2023-03-18,france,434,1,0,0
iherman,2023-03-28,france,1537,2,0,0
iherman,2023-04-07,france,1581,1,0,1
ihsaan-ullah,2023-04-04,france,248,1,0,1
ikeas68,2023-03-21,france,904,1,0,0
ilPas,2023-04-04,italy,187,1,1,1
ilaborie,2023-03-29,france,118,1,0,0
ilariiiiia,2023-03-19,italy,0,10,1,0
ild0tt0re,2023-04-01,italy,1100,1,1,1
ilendemli,2023-03-31,austria,1579,1,0,0
ilgrosso,2023-03-23,italy,838,1,1,0
illwieckz,2023-03-29,france,1062,1,0,0
illwieckz,2023-04-06,france,204,1,0,1
illwieckz,2023-04-07,france,920,1,0,1
illwieckz,2023-04-08,france,413,1,0,1
ilteoood,2023-03-29,italy,578,1,1,0
ilyichv,2023-03-29,italy,0,6,1,0
ilyichv,2023-04-07,italy,112,1,1,1
imath,2023-03-24,france,466,3,0,0
imath,2023-03-26,france,141,1,0,0
imclem,2023-03-24,france,577,1,0,0
imdoxy,2023-03-20,italy,461,1,1,0
indie-rok,2023-04-05,france,0,2,0,1
indyteo,2023-03-20,france,0,1,0,0
indyteo,2023-04-07,france,0,1,0,1
infabo,2023-03-23,austria,177,1,0,0
ingoboerner,2023-03-28,austria,120,2,0,0
ingoboerner,2023-04-05,austria,540,1,0,1
inklingboy97,2023-04-01,italy,525,1,1,1
innocenzi,2023-03-30,france,1886,2,0,0
innocenzi,2023-04-05,france,1265,1,0,1
innovimax,2023-04-04,france,1204,2,0,1
inpefess,2023-03-25,france,207,2,0,0
inqrt,2023-03-28,austria,1509,2,0,0
integrajerome,2023-03-20,france,272,1,0,0
intisar91,2023-03-31,france,367,4,0,0
intisar91,2023-04-04,france,0,1,0,1
inukshuk,2023-03-30,austria,518,2,0,0
inukshuk,2023-03-31,austria,187,1,0,0
inukshuk,2023-04-01,austria,0,1,0,1
inukshuk,2023-04-03,austria,65,1,0,1
inukshuk,2023-04-07,austria,102,2,0,1
ioggstream,2023-03-21,italy,164,1,1,0
ioggstream,2023-03-24,italy,644,2,1,0
ipfaze,2023-03-22,france,154,1,0,0
ipfaze,2023-03-23,france,118,1,0,0
ipfaze,2023-03-24,france,0,1,0,0
ipfaze,2023-04-07,france,424,2,0,1
irevoire,2023-03-28,france,578,1,0,0
irevoire,2023-03-29,france,241,2,0,0
irevoire,2023-04-05,france,287,1,0,1
ismael-elatifi,2023-04-01,france,758,1,0,1
ismaelguerrib,2023-03-30,france,718,1,0,0
ismailbay,2023-03-18,austria,339,2,0,0
ismailbay,2023-03-19,austria,0,3,0,0
ismailbay,2023-03-20,austria,0,1,0,0
ismailbay,2023-03-21,austria,139,2,0,0
ismailbay,2023-03-26,austria,344,4,0,0
ismailbay,2023-03-31,austria,53,1,0,0
ismailbay,2023-04-03,austria,57,1,0,1
ismailbay,2023-04-08,austria,67,1,0,1
isontheline,2023-03-18,france,249,1,0,0
isontheline,2023-03-20,france,143,1,0,0
isontheline,2023-03-22,france,498,1,0,0
isontheline,2023-03-23,france,288,1,0,0
isontheline,2023-03-29,france,89,1,0,0
isontheline,2023-03-31,france,818,2,0,0
isontheline,2023-04-06,france,1070,2,0,1
isontheline,2023-04-07,france,546,2,0,1
isylhdin,2023-04-07,france,414,1,0,1
itsanalias,2023-03-21,france,788,1,0,0
itshog,2023-04-08,italy,1038,1,1,1
itsmylife44,2023-03-18,italy,109,1,1,0
iusergii,2023-04-05,france,117,1,0,1
ivan86to,2023-03-30,italy,0,1,1,0
ivanfelicite,2023-03-18,france,1237,1,0,0
ivanhofer,2023-03-23,italy,791,1,1,0
ivanhofer,2023-03-27,italy,373,2,1,0
ivanhofer,2023-03-30,italy,1064,1,1,0
ivanhofer,2023-03-31,italy,560,1,1,0
ivanhofer,2023-04-02,italy,482,2,1,1
ivanhofer,2023-04-06,italy,2198,9,1,1
ivanjeremic,2023-03-28,austria,792,1,0,0
ivanminutillo,2023-03-27,italy,0,1,1,0
ivanminutillo,2023-03-30,italy,812,2,1,0
ivelter,2023-03-23,france,52,1,0,0
iz0qwm,2023-03-19,italy,459,1,1,0
iz8mbw,2023-03-21,italy,956,1,1,0
iz8mbw,2023-03-23,italy,473,1,1,0
iz8mbw,2023-03-26,italy,882,2,1,0
iz8mbw,2023-03-29,italy,651,2,1,0
iz8mbw,2023-04-05,italy,693,2,1,1
iz8mbw,2023-04-07,italy,513,1,1,1
izi-p,2023-03-28,france,1423,1,0,0
j-bruel,2023-04-06,france,443,1,0,1
j-morano,2023-03-29,austria,0,1,0,0
j13m126,2023-03-23,austria,750,1,0,0
j2l,2023-03-22,france,587,1,0,0
j2l,2023-03-24,france,2228,2,0,0
j2l,2023-04-03,france,673,1,0,1
j2l,2023-04-04,france,34,1,0,1
j2l,2023-04-06,france,139,1,0,1
j314h,2023-03-20,france,149,1,0,0
jBernavaPrah,2023-04-05,italy,555,1,1,1
jackBrioschi,2023-03-23,italy,468,1,1,0
jackw,2023-04-06,italy,2650,2,1,1
jacobmaugoust,2023-04-04,france,1241,1,0,1
jacomyal,2023-03-20,france,940,1,0,0
jacomyal,2023-03-21,france,0,1,0,0
jacomyal,2023-03-22,france,0,1,0,0
jacomyal,2023-03-28,france,577,2,0,0
jacomyal,2023-03-31,france,0,1,0,0
jacomyal,2023-04-03,france,0,1,0,1
jacomyal,2023-04-04,france,55,5,0,1
jacomyal,2023-04-06,france,59,1,0,1
jacop5,2023-04-03,italy,1175,1,1,1
jacopobonomi,2023-04-05,italy,585,1,1,1
jadebowl,2023-03-21,italy,482,1,1,0
jado95,2023-03-31,italy,117,1,1,0
jaghili,2023-04-07,france,426,1,0,1
jailln,2023-03-22,france,629,1,0,0
jailln,2023-04-07,france,514,1,0,1
jajupmochi,2023-04-06,france,587,1,0,1
jakob,2023-03-31,austria,1273,1,0,0
jakobwgnr,2023-03-26,austria,510,1,0,0
jan4843,2023-03-24,austria,1095,1,0,0
janetournois,2023-03-23,france,459,1,0,0
janroudaut,2023-04-01,france,191,1,0,1
janroudaut,2023-04-03,france,121,1,0,1
japf,2023-04-04,france,0,1,0,1
jasondellaluce,2023-03-20,italy,2126,2,1,0
jaybird1291,2023-03-28,france,347,1,0,0
jaylinski,2023-03-27,austria,819,1,0,0
jazzzz,2023-03-30,france,318,1,0,0
jbcaillau,2023-03-19,france,213,1,0,0
jbcaillau,2023-03-20,france,1618,2,0,0
jbcaillau,2023-03-26,france,172,1,0,0
jbcaillau,2023-03-27,france,350,1,0,0
jbcaillau,2023-03-28,france,375,1,0,0
jbcaillau,2023-03-31,france,107,1,0,0
jbigot,2023-03-28,france,0,1,0,0
jbijoux,2023-04-01,france,78,1,0,1
jblechinger,2023-04-04,austria,504,1,0,1
jboillot,2023-03-29,france,767,1,0,0
jbonofre,2023-03-27,france,0,1,0,0
jbpenrath,2023-03-20,france,2358,3,0,0
jbpenrath,2023-03-22,france,473,1,0,0
jbroutier,2023-03-23,france,132,1,0,0
jbroutier,2023-04-01,france,185,1,0,1
jbtrystram,2023-03-28,france,93,1,0,0
jbtrystram,2023-03-29,france,1587,2,0,0
jcarpent,2023-04-07,france,161,1,0,1
jchiquet,2023-04-06,france,932,1,0,1
jclaveau,2023-03-22,france,441,2,0,0
jclaveau,2023-03-24,france,784,1,0,0
jclaveau,2023-03-28,france,227,1,0,0
jczic,2023-04-03,france,625,1,0,1
jdauphant,2023-03-21,france,0,3,0,0
jdauphant,2023-03-23,france,112,1,0,0
jdauphant,2023-03-24,france,721,3,0,0
jdauphant,2023-04-01,france,191,1,0,1
jdauphant,2023-04-03,france,116,2,0,1
jdauphant,2023-04-04,france,0,1,0,1
jdauphant,2023-04-06,france,219,1,0,1
jdauphant,2023-04-07,france,1078,2,0,1
jdauphant,2023-04-08,france,411,1,0,1
jdecool,2023-03-31,france,252,1,0,0
jdesboeufs,2023-03-23,france,242,1,0,0
jdesboeufs,2023-04-06,france,1235,1,0,1
jdirand,2023-03-29,france,220,1,0,0
jdmichaud,2023-03-29,france,528,1,0,0
jdrouet,2023-03-21,france,1328,1,0,0
jean-io,2023-04-08,france,141,1,0,1
jean-pasqualini,2023-03-30,france,153,1,0,0
jeanbmar,2023-03-23,france,1255,1,0,0
jeanbruder,2023-03-20,france,286,1,0,0
jeanmatthieud,2023-03-24,france,534,1,0,0
jeanmatthieud,2023-04-05,france,129,1,0,1
jeanollion,2023-03-24,france,467,1,0,0
jeanphibaconnais,2023-03-26,france,200,2,0,0
jeanphibaconnais,2023-03-28,france,139,1,0,0
jeanphibaconnais,2023-03-29,france,62,1,0,0
jeanphibaconnais,2023-04-03,france,161,1,0,1
jeanpierrefortune,2023-03-27,france,1351,1,0,0
jeanpommier,2023-03-28,france,748,1,0,0
jeanslack,2023-03-24,italy,551,1,1,0
jeansordes,2023-03-24,france,546,1,0,0
jeansordes,2023-03-29,france,239,1,0,0
jeansordes,2023-03-30,france,377,1,0,0
jebisseySidel,2023-03-23,france,1603,1,0,0
jecampagne,2023-03-20,france,198,1,0,0
jecampagne,2023-03-25,france,1594,1,0,0
jecampagne,2023-03-27,france,2638,2,0,0
jecisc,2023-03-20,france,471,3,0,0
jecisc,2023-03-21,france,555,2,0,0
jecisc,2023-03-22,france,512,2,0,0
jecisc,2023-03-23,france,119,1,0,0
jecisc,2023-03-24,france,627,3,0,0
jecisc,2023-03-30,france,1107,3,0,0
jecisc,2023-03-31,france,1344,2,0,0
jecisc,2023-04-01,france,128,1,0,1
jecisc,2023-04-03,france,1435,3,0,1
jecisc,2023-04-04,france,1246,2,0,1
jecisc,2023-04-05,france,3291,5,0,1
jecisc,2023-04-06,france,1662,3,0,1
jecisc,2023-04-07,france,921,3,0,1
jedisct1,2023-03-19,france,886,1,0,0
jedisct1,2023-04-04,france,86,2,0,1
jeffmaury,2023-03-20,france,1336,2,0,0
jeffmaury,2023-03-24,france,533,1,0,0
jeffmaury,2023-03-29,france,373,1,0,0
jeffmaury,2023-04-04,france,388,1,0,1
jeffmaury,2023-04-06,france,666,2,0,1
jeherve,2023-03-22,france,896,1,0,0
jeherve,2023-03-27,france,1260,5,0,0
jeherve,2023-03-30,france,1188,1,0,0
jeherve,2023-03-31,france,733,1,0,0
jeherve,2023-04-03,france,1068,1,0,1
jeherve,2023-04-06,france,1173,1,0,1
jejjohnson,2023-04-03,france,273,1,0,1
jelber2,2023-03-22,austria,1114,1,0,0
jendib,2023-03-19,france,45,1,0,0
jensens,2023-03-27,austria,46,1,0,0
jensens,2023-03-31,austria,171,1,0,0
jeremie-H,2023-03-22,france,1277,1,0,0
jeremy-mls,2023-04-02,france,3992,15,0,1
jeremy-mls,2023-04-08,france,0,5,0,1
jeremyVignelles,2023-03-31,france,684,1,0,0
jeremyneveu,2023-03-24,france,185,1,0,0
jermp,2023-03-26,italy,195,1,1,0
jermp,2023-04-01,italy,809,1,1,1
jerome-benoit,2023-03-23,france,261,1,0,0
jerome-benoit,2023-03-30,france,910,1,0,0
jerome-laforge,2023-03-21,france,594,2,0,0
jerome6994,2023-03-29,france,642,1,0,0
jeromeBRM,2023-04-05,france,372,3,0,1
jeromeBRM,2023-04-06,france,209,2,0,1
jeromecoutant,2023-03-31,france,1303,1,0,0
jeromedejaegher,2023-03-28,france,321,1,0,0
jeromeperez,2023-03-28,france,1393,1,0,0
jershon,2023-03-21,france,182,1,0,0
jershon,2023-03-22,france,186,1,0,0
jershon,2023-03-25,france,558,3,0,0
jershon,2023-03-27,france,186,1,0,0
jershon,2023-03-30,france,186,1,0,0
jessefilho,2023-03-29,france,132,1,0,0
jesuisstan,2023-03-26,france,641,4,0,0
jesuisstan,2023-03-27,france,690,2,0,0
jesuisstan,2023-03-28,france,843,4,0,0
jesuisstan,2023-03-30,france,482,1,0,0
jesuisstan,2023-03-31,france,0,1,0,0
jesuisstan,2023-04-04,france,192,2,0,1
jesuisstan,2023-04-05,france,791,2,0,1
jesuisstan,2023-04-08,france,61,1,0,1
jetlime,2023-04-05,france,324,1,0,1
jetzlstorfer,2023-03-26,austria,372,2,0,0
jetzlstorfer,2023-04-06,austria,0,2,0,1
jetzlstorfer,2023-04-07,austria,226,2,0,1
jf-viguier,2023-04-07,france,285,1,0,1
jfbu,2023-03-26,france,708,1,0,0
jfbu,2023-03-27,france,1456,1,0,0
jfbu,2023-03-29,france,933,1,0,0
jfdenise,2023-03-27,france,0,1,0,0
jfdenise,2023-03-29,france,181,1,0,0
jfigui,2023-03-22,france,428,1,0,0
jfigui,2023-03-31,france,545,1,0,0
jfmengels,2023-03-22,france,509,1,0,0
jfmengels,2023-04-01,france,1414,1,0,1
jforissier,2023-03-24,france,1318,1,0,0
jforissier,2023-04-03,france,434,1,0,1
jgerstmayr,2023-03-24,austria,1208,1,0,0
jgollenz,2023-03-28,austria,886,1,0,0
jgollenz,2023-04-02,austria,470,1,0,1
jgoux,2023-04-07,france,502,1,0,1
jgrumboe,2023-04-05,austria,997,1,0,1
jhjourdan,2023-03-30,france,950,1,0,0
jhoeller,2023-03-30,austria,1710,2,0,0
jiargei,2023-03-24,austria,95,1,0,0
jibees,2023-03-27,france,1482,2,0,0
jibees,2023-04-05,france,745,1,0,1
jifox,2023-03-31,austria,72,1,0,0
jifox,2023-04-06,austria,830,1,0,1
jifox,2023-04-08,austria,784,1,0,1
jilt,2023-03-27,italy,809,1,1,0
jimasr,2023-03-30,france,578,6,0,0
jimasr,2023-04-06,france,169,1,0,1
jipolanco,2023-03-30,france,26,1,0,0
jipolanco,2023-04-05,france,26,1,0,1
jjazzboss,2023-03-25,france,0,3,0,0
jjazzboss,2023-03-26,france,89,1,0,0
jjazzboss,2023-03-28,france,0,1,0,0
jjazzboss,2023-04-06,france,149,1,0,1
jjf21,2023-03-29,france,430,1,0,0
jjf21,2023-03-30,france,478,1,0,0
jjloheac,2023-04-08,france,989,1,0,1
jkleinlercher,2023-03-30,austria,1190,1,0,0
jkomyno,2023-04-03,italy,0,1,1,1
jkrivine,2023-04-06,france,1257,1,0,1
jlandure,2023-03-28,france,56,1,0,0
jlelong,2023-03-22,france,1433,1,0,0
jlelong,2023-03-25,france,823,1,0,0
jlelong,2023-03-27,france,400,2,0,0
jlelong,2023-04-04,france,550,2,0,1
jlesquembre,2023-03-19,austria,1231,1,0,0
jlesquembre,2023-04-06,austria,278,1,0,1
jlind23,2023-03-29,france,596,1,0,0
jlind23,2023-03-30,france,0,1,0,0
jlind23,2023-03-31,france,816,5,0,0
