username,event_date,country,user_day_total_length,user_day_count,treatment,post
D3vil0p3r,2023-04-06,italy,1106,3,1,1
D3vil0p3r,2023-04-08,italy,163,1,1,1
DAMIOSKIDEV,2023-04-07,france,1413,1,0,1
DBarthe,2023-03-21,france,783,1,0,0
DEDEit,2023-03-20,italy,406,1,1,0
DEDEit,2023-03-21,italy,808,1,1,0
DEV-byoos,2023-04-06,france,647,1,0,1
DIY-Blub,2023-03-24,austria,668,1,0,0
DIY-Blub,2023-03-27,austria,1525,1,0,0
DIY-Blub,2023-03-31,austria,1403,1,0,0
DKhalil,2023-04-04,austria,375,2,0,1
DRACOX2500,2023-04-07,france,0,1,0,1
DRACOX2500,2023-04-08,france,0,1,0,1
DaBadBunny,2023-04-03,france,230,1,0,1
Daandelange,2023-04-01,france,269,1,0,1
DadiBit,2023-04-08,italy,1169,2,1,1
Daftus,2023-03-21,france,625,1,0,0
Daimona,2023-04-08,italy,1354,1,1,1
Daml,2023-03-27,france,617,1,0,0
DanChaltiel,2023-03-21,france,711,1,0,0
DanChaltiel,2023-03-22,france,1102,1,0,0
DanChaltiel,2023-03-26,france,1058,2,0,0
DanChaltiel,2023-04-07,france,603,1,0,1
Danguilhen,2023-03-26,france,143,1,0,0
DanielePalaia,2023-03-28,italy,282,1,1,0
DanielePucci,2023-04-05,italy,447,1,1,1
DanieleTonti,2023-03-28,italy,151,2,1,0
DanieleTonti,2023-04-05,italy,202,2,1,1
DanieleTonti,2023-04-06,italy,0,1,1,1
DaniruKun,2023-03-30,austria,843,2,0,0
DaniruKun,2023-03-31,austria,237,2,0,0
DaniruKun,2023-04-03,austria,0,1,0,1
DaniruKun,2023-04-04,austria,208,1,0,1
DaniruKun,2023-04-05,austria,0,1,0,1
DaniruKun,2023-04-06,austria,840,2,0,1
DaniruKun,2023-04-07,austria,167,1,0,1
DaniruKun,2023-04-08,austria,361,2,0,1
Dario-Ciceri,2023-03-18,italy,611,1,1,0
Darkempire78,2023-04-08,france,60,1,0,1
Darkness4,2023-03-22,france,0,1,0,0
Darkyyyyy,2023-03-26,france,195,1,0,0
Datenschmutz,2023-04-04,austria,331,1,0,1
Dav1dde,2023-03-26,austria,625,1,0,0
DavDag,2023-04-04,italy,809,1,1,1
David-COUDRAY,2023-03-26,france,1267,1,0,0
David-YesWeDev,2023-04-03,france,1476,1,0,1
DavidBruant,2023-03-21,france,30,1,0,0
DavidBruant,2023-03-31,france,22,1,0,0
DavidBruant,2023-04-05,france,592,2,0,1
DavidPHirsch,2023-03-30,austria,0,4,0,0
DavidXanatos,2023-03-26,austria,302,1,0,0
Davide-sd,2023-03-27,italy,176,1,1,0
DavideLentini,2023-03-24,italy,513,1,1,0
DavidePicc,2023-03-24,italy,96,5,1,0
DavidePicc,2023-03-26,italy,347,6,1,0
DavidePicc,2023-03-27,italy,0,1,1,0
DavidePicc,2023-03-29,italy,34,1,1,0
DavidePicc,2023-03-30,italy,286,4,1,0
DavidePicc,2023-03-31,italy,1216,15,1,0
DavidePicc,2023-04-04,italy,434,5,1,1
Davidwalser,2023-03-29,austria,407,1,0,0
Davidwalser,2023-04-03,austria,561,1,0,1
Daxe9,2023-03-27,italy,4,1,1,0
Daxe9,2023-03-28,italy,116,4,1,0
Daxelarne,2023-04-06,france,984,1,0,1
Dazaisan99,2023-04-05,france,1253,1,0,1
Deathn0t,2023-03-21,france,335,1,0,0
Deathn0t,2023-03-22,france,48,1,0,0
Deathn0t,2023-03-29,france,90,1,0,0
Deathn0t,2023-04-05,france,81,1,0,1
Deglam,2023-03-24,france,105,1,0,0
DelazJ,2023-03-20,france,599,1,0,0
DelazJ,2023-03-30,france,1198,2,0,0
DelazJ,2023-03-31,france,386,1,0,0
Deleplace,2023-03-21,france,390,1,0,0
Demi290402,2023-04-07,italy,494,2,1,1
Demiperimetre,2023-03-31,france,93,1,0,0
DenoBeno,2023-03-27,austria,572,1,0,0
Deo-Favente,2023-04-02,france,0,1,0,1
Der-Cyber-Coach,2023-03-28,austria,23,1,0,0
Der-Cyber-Coach,2023-04-05,austria,64,1,0,1
Destructor,2023-04-02,france,0,1,0,1
Dev-Mikko,2023-03-28,italy,340,1,1,0
DevLazio,2023-04-05,france,1560,2,0,1
DeveloppeurPascal,2023-03-18,france,0,2,0,0
DeveloppeurPascal,2023-03-20,france,268,1,0,0
DeveloppeurPascal,2023-03-25,france,0,12,0,0
DeveloppeurPascal,2023-03-26,france,0,42,0,0
DeveloppeurPascal,2023-04-01,france,204,1,0,1
DeveloppeurPascal,2023-04-03,france,0,1,0,1
DeveloppeurPascal,2023-04-06,france,0,24,0,1
DeveloppeurPascal,2023-04-07,france,94,3,0,1
DeveloppeurPascal,2023-04-08,france,322,9,0,1
DevilishSpirits,2023-03-20,france,872,1,0,0
DiTo97,2023-04-07,italy,400,1,1,1
DianeBinsztok,2023-03-24,france,0,1,0,0
DianeBinsztok,2023-03-28,france,0,6,0,0
DianeBinsztok,2023-03-29,france,0,1,0,0
DianeBinsztok,2023-04-04,france,0,4,0,1
DianeBinsztok,2023-04-05,france,0,2,0,1
Diaoul,2023-04-02,france,629,1,0,1
DidierMalenfant,2023-03-21,france,1025,1,0,0
DidierMalenfant,2023-04-08,france,360,1,0,1
DiegoBaldassarMilleuno,2023-03-20,italy,840,1,1,0
DiegoVinasco,2023-04-05,france,355,1,0,1
DillonJ,2023-03-22,france,502,1,0,0
DillonJ,2023-03-30,france,701,1,0,0
DillonJ,2023-03-31,france,683,1,0,0
DillonJ,2023-04-06,france,1565,1,0,1
DillonJ,2023-04-08,france,1245,2,0,1
DimitriPapadopoulos,2023-03-23,france,884,2,0,0
DimitriPapadopoulos,2023-03-26,france,717,1,0,0
DimitriPapadopoulos,2023-03-29,france,960,1,0,0
DimitriPapadopoulos,2023-04-05,france,1484,1,0,1
Dino-Kupinic,2023-03-27,austria,0,1,0,0
DjThunder,2023-03-20,france,35,1,0,0
DjThunder,2023-03-24,france,68,1,0,0
DjThunder,2023-03-29,france,46,1,0,0
DjThunder,2023-04-06,france,38,1,0,1
DjThunder,2023-04-07,france,55,1,0,1
DjalimSimaila,2023-03-20,france,0,1,0,0
DjalimSimaila,2023-03-27,france,0,3,0,0
DjebbZ,2023-03-29,france,364,1,0,0
Doclic,2023-03-22,france,778,2,0,0
Doclic,2023-03-23,france,1160,2,0,0
Doclic,2023-03-24,france,251,1,0,0
Doclic,2023-04-04,france,1938,2,0,1
DoctaEnkoda,2023-03-25,france,1328,3,0,0
DomDumont,2023-04-05,france,826,1,0,1
DomiStyle,2023-03-23,austria,356,1,0,0
DomiStyle,2023-04-05,austria,2065,2,0,1
DominikPeters,2023-03-25,france,704,1,0,0
DonCallisto,2023-04-05,italy,899,1,1,1
DonRP,2023-04-03,italy,454,1,1,1
DonRP,2023-04-05,italy,0,1,1,1
DonRP,2023-04-06,italy,0,1,1,1
Dona278,2023-04-03,italy,255,1,1,1
Donatooooooo,2023-03-27,italy,11,2,1,0
Donatooooooo,2023-04-07,italy,0,1,1,1
DoneDeal0,2023-03-25,france,1218,1,0,0
Doomkyn,2023-03-20,italy,58,1,1,0
Doreapp,2023-03-25,france,357,1,0,0
Doreapp,2023-03-26,france,0,1,0,0
Doreapp,2023-03-27,france,0,2,0,0
Dorian25,2023-03-31,france,806,2,0,0
Dorian25,2023-04-03,france,241,2,0,1
Dorian25,2023-04-04,france,839,1,0,1
Dorian25,2023-04-05,france,696,3,0,1
DorvakOff,2023-03-21,france,129,1,0,0
DorvakOff,2023-03-24,france,79,1,0,0
DorvakOff,2023-04-05,france,140,1,0,1
Dr-PC-Mac-Linux,2023-03-24,france,112,1,0,0
DrArtemi,2023-03-25,france,76,3,0,0
DrArtemi,2023-03-26,france,67,1,0,0
DrTableBasse,2023-04-07,france,316,2,0,1
DrUm78,2023-04-07,france,698,1,0,1
DrUm78,2023-04-08,france,581,1,0,1
DrackThor,2023-03-24,austria,0,1,0,0
DrackThor,2023-03-28,austria,503,1,0,0
DradeAW,2023-03-23,france,826,1,0,0
DradeAW,2023-03-24,france,1007,1,0,0
DradeAW,2023-03-30,france,1169,1,0,0
DradeAW,2023-03-31,france,645,1,0,0
DradeAW,2023-04-06,france,1475,1,0,1
DraftProducts,2023-03-30,france,288,1,0,0
Dragone2,2023-04-06,italy,1343,1,1,1
Drarig29,2023-03-28,france,666,1,0,0
Drustan,2023-03-22,france,570,1,0,0
Ducote,2023-04-03,france,881,1,0,1
DukeDukeEm,2023-03-22,austria,650,1,0,0
Durss,2023-03-19,france,241,1,0,0
Durss,2023-04-08,france,438,1,0,1
DyVIcente,2023-03-24,france,248,1,0,0
DylanDelobel,2023-04-07,france,329,1,0,1
Dynnammo,2023-03-21,france,389,3,0,0
Dynnammo,2023-03-22,france,0,1,0,0
Dynnammo,2023-03-24,france,844,1,0,0
DzzD,2023-03-19,france,1502,1,0,0
DzzD,2023-04-01,france,706,1,0,1
EArminjon,2023-03-24,france,1102,1,0,0
EArminjon,2023-03-28,france,440,1,0,0
EDM115,2023-03-24,france,759,1,0,0
EDM115,2023-04-02,france,156,1,0,1
EMJzero,2023-04-03,italy,440,1,1,1
ENDERZOMBI102,2023-03-24,italy,75,3,1,0
ENDERZOMBI102,2023-04-04,italy,76,1,1,1
EPourmo,2023-03-30,france,128,1,0,0
EZinkov,2023-03-23,france,0,8,0,0
EZinkov,2023-03-25,france,0,1,0,0
Ebmtranceboy,2023-03-22,france,97,1,0,0
Ebmtranceboy,2023-04-05,france,97,1,0,1
Edgiest05,2023-04-03,italy,73,1,1,1
EdoardoTona,2023-04-06,italy,815,1,1,1
EdoardoTosin,2023-03-27,italy,193,1,1,0
EgeOnder,2023-03-25,italy,97,2,1,0
EgeOnder,2023-04-05,italy,73,4,1,1
EgeOnder,2023-04-06,italy,0,2,1,1
EgeOnder,2023-04-08,italy,452,1,1,1
Egidi-A,2023-03-30,italy,349,4,1,0
Egidi-A,2023-04-03,italy,1578,18,1,1
EgidioCaprino,2023-03-19,italy,56,1,1,0
Eikix,2023-03-18,france,218,1,0,0
ElBi21,2023-04-06,italy,0,1,1,1
ElPolito,2023-04-03,france,58,1,0,1
ElProfessorFR,2023-03-29,france,711,1,0,0
ElTacitos,2023-03-29,france,258,1,0,0
ElTarquin,2023-03-28,france,112,1,0,0
Elanis,2023-03-26,france,0,1,0,0
Elckarow,2023-03-20,france,630,1,0,0
Eldoir,2023-04-02,france,0,3,0,1
Eldoir,2023-04-03,france,0,3,0,1
Eldoir,2023-04-06,france,0,2,0,1
EliaschM,2023-03-22,austria,61,1,0,0
EliiiseE,2023-04-07,france,1515,1,0,1
Elikill58,2023-03-28,france,53,1,0,0
Elisa-K,2023-04-02,france,0,10,0,1
Elisa-K,2023-04-03,france,0,1,0,1
ElisabethCabioch,2023-03-31,france,988,1,0,0
EliseiFrederic,2023-03-21,france,873,1,0,0
Elius94,2023-04-06,italy,444,1,1,1
Elliot67,2023-04-08,france,1218,1,0,1
EloiGattet,2023-03-28,france,456,1,0,0
EloiGattet,2023-04-03,france,773,1,0,1
Eloiii,2023-03-27,france,4500,5,0,0
Elysir,2023-03-24,italy,81,2,1,0
Emanuele97x,2023-03-21,italy,234,1,1,0
EmanueleCoppola,2023-03-25,italy,147,1,1,0
EmileCalixte,2023-04-04,france,420,5,0,1
EmileCalixte,2023-04-07,france,0,1,0,1
EmileRolley,2023-03-22,france,0,1,0,0
EmileRolley,2023-04-08,france,413,3,0,1
EmmanuelDemey,2023-03-18,france,0,2,0,0
EmmanuelDemey,2023-03-19,france,0,1,0,0
EmmanuelDemey,2023-03-27,france,0,1,0,0
EmmanuelDemey,2023-03-30,france,622,2,0,0
EmmanuelDemey,2023-04-05,france,0,2,0,1
Ena-Shepherd,2023-04-04,france,65,1,0,1
Ena-Shepherd,2023-04-05,france,518,1,0,1
Enahkra,2023-03-20,france,372,1,0,0
EndBug,2023-03-27,italy,281,1,1,0
EndBug,2023-03-29,italy,132,1,1,0
Engil,2023-03-28,france,980,1,0,0
Engil,2023-04-01,france,924,1,0,1
Enkosz,2023-04-03,italy,30,1,1,1
Ennoriel,2023-04-01,france,389,1,0,1
Ennoriel,2023-04-04,france,387,1,0,1
Eomm,2023-03-27,italy,630,1,1,0
Eomm,2023-04-01,italy,89,1,1,1
Eomm,2023-04-03,italy,209,1,1,1
Eomm,2023-04-04,italy,315,1,1,1
Eowalim,2023-04-01,france,322,1,0,1
EpicLPer,2023-03-31,austria,600,1,0,0
EpikCloudFR,2023-04-01,france,620,3,0,1
Eredrim,2023-04-03,france,113,2,0,1
ErenHistarion,2023-03-25,france,0,1,0,0
ErenHistarion,2023-03-26,france,0,1,0,0
Eric-verret,2023-03-31,france,364,1,0,0
EricDeveaud,2023-03-23,france,1153,1,0,0
EricaCavaliere,2023-03-25,italy,288,4,1,0
EricaCavaliere,2023-03-27,italy,273,3,1,0
EricaCavaliere,2023-03-28,italy,92,1,1,0
ErikssonJoakim,2023-03-21,france,534,1,0,0
ErlerPhilipp,2023-03-31,austria,45,1,0,0
Erry91,2023-03-29,italy,1128,1,1,0
ErwanDemairy,2023-04-05,france,568,1,0,1
Erwui,2023-04-03,france,589,1,0,1
Erzalt,2023-03-23,france,78,2,0,0
Erzalt,2023-03-24,france,39,2,0,0
Erzalt,2023-03-25,france,0,1,0,0
Erzalt,2023-03-27,france,163,2,0,0
Erzalt,2023-03-28,france,0,1,0,0
Erzalt,2023-03-29,france,194,1,0,0
Erzalt,2023-04-03,france,21,1,0,1
Erzalt,2023-04-06,france,79,1,0,1
EscVM,2023-03-30,italy,429,1,1,0
Estecka,2023-03-25,france,793,1,0,0
EstherLerouzic,2023-04-06,france,548,1,0,1
Estukoo,2023-03-21,france,1284,1,0,0
Esysteme,2023-03-28,france,347,1,0,0
EtienneM,2023-03-21,france,55,1,0,0
EtienneM,2023-03-24,france,1449,1,0,0
EtienneM,2023-03-29,france,773,3,0,0
EtienneM,2023-03-31,france,316,1,0,0
EtienneM,2023-04-03,france,776,1,0,1
EtienneProthon,2023-03-27,france,25,1,0,0
Etiennef3D,2023-04-03,france,509,1,0,1
Evan-Roberts-808,2023-03-30,italy,1320,2,1,0
Evan-Roberts-808,2023-04-01,italy,0,1,1,1
Evm7,2023-03-20,austria,562,1,0,0
Evm7,2023-03-22,austria,605,1,0,0
Evm7,2023-03-27,austria,351,1,0,0
Ewen35550,2023-04-04,france,0,1,0,1
Exaercase,2023-03-30,france,158,1,0,0
EzHeisenberg,2023-04-04,france,966,1,0,1
Ezibenroc,2023-03-29,france,382,1,0,0
F153,2023-03-19,italy,119,1,1,0
F153,2023-03-31,italy,86,1,1,0
F4EWI,2023-04-01,france,388,1,0,1
FABallemand,2023-03-29,france,0,1,0,0
FALLAI-Denis,2023-03-19,france,1545,1,0,0
FALLAI-Denis,2023-03-21,france,1096,1,0,0
FALLAI-Denis,2023-03-30,france,655,1,0,0
FM1973,2023-03-24,austria,1502,1,0,0
FM1973,2023-03-27,austria,1768,2,0,0
FM1973,2023-03-29,austria,1083,1,0,0
FabRiviere,2023-03-26,france,7956,21,0,0
FabRiviere,2023-03-27,france,330,1,0,0
FabRiviere,2023-03-30,france,2271,6,0,0
FabRiviere,2023-03-31,france,948,2,0,0
FabRiviere,2023-04-05,france,857,1,0,1
Fabeuss,2023-03-29,france,188,1,0,0
FabienArcellier,2023-03-27,france,0,2,0,0
FabienArcellier,2023-03-30,france,860,1,0,0
FabienArcellier,2023-04-01,france,0,1,0,1
FabienArcellier,2023-04-03,france,1138,1,0,1
FabienCH,2023-03-22,france,0,1,0,0
FabienCH,2023-03-30,france,63,1,0,0
FabienD,2023-03-31,france,427,1,0,0
FabienLelaquais,2023-03-21,france,874,1,0,0
FabienLelaquais,2023-03-22,france,212,1,0,0
FabienLelaquais,2023-03-27,france,2728,9,0,0
FabienLelaquais,2023-03-28,france,275,1,0,0
FabienLelaquais,2023-03-30,france,397,1,0,0
FabienLelaquais,2023-04-06,france,220,1,0,1
Fabio1988,2023-03-20,austria,240,1,0,0
Fabio1988,2023-03-27,austria,91,1,0,0
Fabio1988,2023-03-28,austria,383,1,0,0
Fabio286,2023-04-08,italy,230,1,1,1
FabioC34,2023-03-24,italy,1218,1,1,0
FabioLolix,2023-03-26,italy,83,1,1,0
FabrizioC,2023-03-23,italy,95,1,1,0
FailedCoder23,2023-03-19,france,78,1,0,0
FailedCoder23,2023-03-21,france,95,1,0,0
FailedCoder23,2023-03-22,france,174,1,0,0
FailedCoder23,2023-03-28,france,59,1,0,0
FailedCoder23,2023-03-30,france,35,2,0,0
FailedCoder23,2023-04-03,france,146,1,0,1
FailedCoder23,2023-04-04,france,83,3,0,1
Failsafe787,2023-03-20,italy,172,1,1,0
Falke-Design,2023-04-08,austria,683,1,0,1
Farenc21,2023-04-05,france,133,1,0,1
Fargus5,2023-04-04,france,204,1,0,1
FaridSafi,2023-03-21,france,776,1,0,0
FaridSafi,2023-04-02,france,167,1,0,1
FaridSafi,2023-04-03,france,0,1,0,1
Faroito,2023-04-06,france,693,1,0,1
FbN,2023-03-27,italy,270,1,1,0
FedeDP,2023-03-23,italy,182,1,1,0
FedeDP,2023-03-24,italy,560,1,1,0
FedeDP,2023-04-04,italy,457,1,1,1
FedericaSicchiero,2023-03-28,italy,54,1,1,0
FedericoRollo,2023-03-29,italy,272,1,1,0
FedericoRollo,2023-04-05,italy,55,2,1,1
FedericoStra,2023-03-29,italy,1255,2,1,0
FelixDubois,2023-03-27,france,816,1,0,0
Felixmil,2023-03-23,france,337,1,0,0
Felixmil,2023-03-28,france,1348,1,0,0
Felixmil,2023-04-07,france,452,1,0,1
FellaBennadji,2023-03-23,france,268,1,0,0
Ferdi265,2023-03-24,austria,447,1,0,0
Feu-Secret,2023-03-29,france,0,3,0,0
Feu-Secret,2023-03-30,france,54,1,0,0
FeuSalamander,2023-03-21,france,154,1,0,0
FewerElk,2023-03-18,france,204,2,0,0
FewerElk,2023-03-21,france,694,1,0,0
FewerElk,2023-03-23,france,89,1,0,0
FewerElk,2023-03-27,france,0,1,0,0
FewerElk,2023-04-01,france,652,1,0,1
FezVrasta,2023-03-24,italy,296,1,1,0
FezVrasta,2023-03-29,italy,1094,1,1,0
FezVrasta,2023-03-31,italy,261,1,1,0
FezVrasta,2023-04-07,italy,483,1,1,1
FiFolker,2023-04-07,france,0,1,0,1
FiFolker,2023-04-08,france,0,10,0,1
FilippoBoscarino,2023-03-25,italy,610,1,1,0
FilippoC,2023-03-27,france,1166,1,0,0
FilippoComastri,2023-04-02,italy,151,1,1,1
FilippoComastri,2023-04-04,italy,279,2,1,1
FilippoComastri,2023-04-06,italy,1,1,1,1
FilippoComastri,2023-04-07,italy,0,1,1,1
FilippoVissani,2023-03-29,italy,199,1,1,0
FionaDL,2023-03-29,italy,235,1,1,0
FirelightFlagboy,2023-03-20,france,454,1,0,0
FirelightFlagboy,2023-03-24,france,151,1,0,0
FirelightFlagboy,2023-04-03,france,870,2,0,1
Fivda,2023-03-28,france,492,1,0,0
Fivda,2023-04-06,france,315,1,0,1
FlachyJoe,2023-04-03,france,1292,1,0,1
FlagHunter01,2023-03-25,france,914,1,0,0
Flaick,2023-03-29,france,140,1,0,0
Flarna,2023-03-21,austria,113,1,0,0
Flarna,2023-03-24,austria,268,1,0,0
FlavioAdamo,2023-03-31,italy,23,1,1,0
Flecart,2023-03-19,italy,69,1,1,0
FliiFe,2023-03-30,france,1119,1,0,0
Flo2410,2023-03-29,austria,793,1,0,0
FloZone,2023-03-20,france,58,1,0,0
Flooze-IT,2023-04-07,france,579,1,0,1
FloranGoumaud,2023-03-31,france,0,2,0,0
FloranGoumaud,2023-04-05,france,0,1,0,1
FlorentinDUBOIS,2023-03-24,france,84,1,0,0
FlorianCassayre,2023-03-28,france,471,1,0,0
FlorianCassayre,2023-04-03,france,1142,1,0,1
FlorianLance,2023-03-28,france,158,1,0,0
FlorianV54,2023-04-07,france,654,1,0,1
FlorianVDP,2023-04-01,france,138,2,0,1
FlorianVDP,2023-04-03,france,113,1,0,1
Florleseige,2023-04-07,france,1065,3,0,1
FloydOtsoko,2023-04-05,austria,194,1,0,1
Fly1337,2023-03-23,austria,329,1,0,0
FlyRouter,2023-03-18,italy,243,1,1,0
FlyRouter,2023-03-24,italy,377,2,1,0
FlyRouter,2023-03-25,italy,364,1,1,0
Fonty02,2023-03-24,italy,2,2,1,0
Fonty02,2023-03-27,italy,85,2,1,0
Fonty02,2023-04-05,italy,335,1,1,1
FonzTech,2023-03-26,italy,103,1,1,0
Foul,2023-03-18,france,274,1,0,0
Fox2Code,2023-03-28,france,415,1,0,0
Fox2Code,2023-03-30,france,250,1,0,0
FrKaram,2023-04-06,france,148,1,0,1
Fra-Sq,2023-04-03,italy,283,1,1,1
FraBomba6,2023-04-07,italy,1535,1,1,1
Francesco215,2023-03-27,italy,765,5,1,0
Francesco215,2023-03-28,italy,112,1,1,0
Francesco215,2023-04-03,italy,166,1,1,1
Francesco215,2023-04-04,italy,445,1,1,1
Francesco215,2023-04-05,italy,176,1,1,1
Francesco215,2023-04-06,italy,199,1,1,1
FrancescoBonizzi,2023-04-02,italy,513,1,1,1
FrancescoCaracciolo,2023-04-08,italy,119,1,1,1
FranckG28,2023-03-22,france,0,1,0,0
FranckG28,2023-03-31,france,85,1,0,0
FranckG28,2023-04-01,france,374,6,0,1
FrancoisBasset,2023-04-03,france,0,2,0,1
Francyrad,2023-03-18,italy,855,2,1,0
Francywott,2023-03-26,italy,42,1,1,0
FranzPoize,2023-03-28,france,53,2,0,0
FranzPoize,2023-03-30,france,0,1,0,0
FranzPoize,2023-04-03,france,246,1,0,1
Fred-DTV,2023-03-20,austria,371,1,0,0
FredPraca,2023-03-21,france,930,2,0,0
Fredkiss3,2023-04-07,france,990,2,0,1
FreyaIthildur,2023-03-21,italy,1382,1,1,0
FreyaIthildur,2023-03-22,italy,7277,9,1,0
FreyaIthildur,2023-03-30,italy,1636,2,1,0
FreyaIthildur,2023-04-01,italy,12414,34,1,1
FreyaIthildur,2023-04-03,italy,956,3,1,1
FreyaIthildur,2023-04-04,italy,751,1,1,1
FreyaIthildur,2023-04-06,italy,771,1,1,1
FreyaIthildur,2023-04-08,italy,938,2,1,1
Freyskeyd,2023-03-26,france,0,1,0,0
FrostBreker,2023-03-26,france,656,1,0,0
Fszta,2023-03-18,france,191,1,0,0
Fulgen301,2023-03-21,austria,511,1,0,0
FunixG,2023-03-28,france,84,2,0,0
FunixG,2023-03-29,france,200,2,0,0
FunixG,2023-03-31,france,69,1,0,0
Fupete,2023-03-20,italy,1028,3,1,0
Fupete,2023-03-23,italy,1279,1,1,0
